experiment_version,source_top20_sha256,query_id,query,original_answerable,candidate_id,chunk_id,rrf_rank,dense_rank,sparse_rank,dense_score,sparse_score,rrf_score,source_id,source_title,pdf_page_start,pdf_page_end,section_path,text,knowledge_base_version,index_version,collection_name,retriever_version,fusion_version,embedding_model,embedding_model_revision,prior_top20_member,prior_relevance,experimental_relevance,label_origin,model_id,prompt_sha256,annotation_status,annotation_error,direct_confirmed,confirmation_model_id,confirmation_prompt_sha256,confirmation_status,confirmation_error
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A87e6f42c84be,gjb_3243a_2021:c_014d391e4dd60ae6f5695c23,2,2,2,0.6223588,0.16352227,0.0322580645161,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,29,29,"[""6 详细要求"",""6.4 检验"",""6.4.3 详细检验要求""]","BGA(可塌落 | 空洞 | 焊球在任意角度下的空洞
焊球) | 面积总和不大于焊球面积

的 25%。

A | D | A≤10% P或A≤10% D,

取两者中的较小者，且不

偏移 | 违反最小电气间隙。其中，

P为连接盘直径，D为焊 球直径。

BGA(非塌落 | 润湿 | 焊料润湿非塌落焊球和
焊球) | PCB 连接盘。
焊球 | BGA 焊球无缺失。
焊料桥接 | BGA 焊球无焊料桥接。
空洞 | 焊点空洞面积不超过焊点

总面积的25%。

偏移 | 焊柱周边应不超出连接盘

周界。

润湿 | 焊柱与 PCBA 连接盘至少

呈现270°润湿。

焊柱 | 焊柱无缺失、无明显弯曲。
CGA | 焊料桥接 | 焊柱间无焊料桥接。

焊柱整体倾斜角度不超过

焊柱倾斜 | 10°，单个焊柱与其他焊柱

之间的倾斜角度不超过 5°。

空洞 | 焊点空洞面积不超过焊点

总面积的25%。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A581d495b19f1,gjb_3243a_2021:c_d0f768ddb36353163cb83d61,3,1,4,0.63131106,0.15489681,0.032018442623,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,23,23,"[""6 详细要求"",""6.4 检验"",""6.4.2 基本检验要求""]","6.4.2 基本检验要求

PCBA的基本检验要求如下：

a) 焊料填充基本平滑，对连接的零部件呈现良好润湿，焊接连接接触角(焊料与元器件之间和焊
料与连接盘之间)不宜超过75°(例外的情况是当焊料轮廓延伸到可焊端边缘或阻焊膜时，接触 角可以超过75°)，接触角示意见图11；
θ

a) θ≤75° | b) θ>75°

图 11 接触角示意图

b) 焊点表面不允许有针孔、吹孔、冷焊、退润湿等焊接异常；

c) 再流焊后无焊膏再流不完全或焊接不润湿的缺陷；
d)非公共导体或元器件引线之间不允许出现桥接；

e) PCBA表面及元器件底部的锡珠不允许违反最小电气间隙且在正常工作环境下不会发生移动，
锡珠直径不大于0.1mm，单个元器件底部大于0.03mm的锡珠个数不超过10个；

f) PCBA表面清洁，无可见助焊剂残留物或白色残留物；

g) 阻焊膜层无开裂或翘起，气泡、划痕和空洞不能暴露导体且不能位于相邻的非公共电路；

h) 元器件引线损伤不超过引线直径或厚度的10%;

i) PCB印制导体/连接盘长度或宽度的损伤不超过20%。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-Abd66019661aa,gjb_3243a_2021:c_6c26f2fe77994f6c5aa019eb,4,4,5,0.6063987,0.15029591,0.0310096153846,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,9,10,"[""5 一般要求"",""5.5 PCB""]","5.5 PCB

军用电子电气产品使用的PCB应满足以下要求：

a) PCB 各项性能应满足 GJB 362、GJB 7548、GJB 9491 规定的要求。

b) PCB 的弓曲和扭曲应不大于 0.75%，安装陶瓷基板阵列器件(如 CBGA、CCGA 等)的 PCB 的
弓曲和扭曲应不大于0.5%。

c) 镀金 PCB焊接前应进行去金处理，但不包括表面涂层为化学镀镍浸金(ENIG)、镍一钯一金
(NiPdAu)或化学镀镍镀钯浸金(ENEPIG)的 PCB。

d) PCB检验合格后应采用干燥包装或贮存在干燥柜内。

e) 下列情况焊接前应对PCB进行去湿烘烤：

1） 无证据表明PCB 是干燥的；

2） 拆封或烘烤后 PCB在车间环境下放置超过48h:
3）用户要求烘烤。

f) PCB 去湿烘烤应按下列要求进行：
1）优先采用 PCB 制造商提供的建议；2）如制造商未提供烘烤建议，参照表3的要求进行。

g) 焊接前应检查PCB表面清洁度，若表面存在污染则需进行清洗并烘干。

表 3 PCB 去湿烘烤条件
表面镀涂层 | 烘烤温度 | 烘烤时间 | 注意事项
℃ | h

烘烤可能降低可焊性，宜在烘烤前使用样板

锡 | 烘烤后验证其可焊性

银层可能产生锈蚀，如烘烤后目视检查有锈

银 | 蚀，应验证其可焊性
镍/金 | 105~125 | 4~6 | 表面涂层为化学镀镍浸金(ENIG)的 PCB，
镍钯金 | 氧气可能穿透薄金层，氧化底层镍

当最终表面厚度小于0.77μm时，可能产生

热风整平(HASL/HAL) | 纯金属间化合物，造成 PCB 不可焊

通常不建议烘烤，必须烘烤时，建议在真空

有机可焊性保护膜(OSP) | 105~110 | 1 | 或氮气环境下进行

GJB3243A-2021",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A38222ddf085d,ipc_7530_zh:c_9b271bad791c23f32da6b866,5,9,7,0.5754287,0.14043537,0.0294181267575,ipc_7530_zh,IPC-7530 焊工艺温度曲线指南（回流焊和波峰焊）中文版,5,6,"[""群焊工艺温度曲线指南（再流焊和波峰焊）""]","IPC | IPC-7530 CN

ASSOCIATION CONNECTING

ELECTRONICS INDUSTRIES ®

群焊工艺温度曲线指南

(再流焊和波峰焊)

If a conflict occurs between the English and translated versions of this document, the English version will take precedence.

本文件的英文版本与翻 | 本标准由IPC组装及连接工艺委员会温度曲线技术组
译版本如存在冲突，以 | (5-22h）开发。由IPC TGAsia 5-22hCN技术组翻译

英文版本为优先。

鼓励本标准的使用者参加未来修订版的开发。联系方式：

IPC | IPC 中国

3000 Lakeside Drive, Suite 105N 电话：400-621-8610

Bannockburn, Illinois | 邮箱：BDAChina@ipc.org
60015-1249 | 网址：www.ipc.ora.cn",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A0c4bec5cd165,gjb_3243a_2021:c_e941d44ecbe9f30c81d36106,6,7,10,0.5864596,0.1378741,0.02921108742,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,7,8,"[""5 一般要求"",""5.4 电子元器件""]","4) 镀金引线去金、搪锡的焊料槽应定期分析焊料中的杂质，用于去金的焊料槽的含金量应
不超过1%，用于搪锡的焊料槽的金和铜的总含量应不超过0.3%，否则应更换焊料；镀金引线的去金和搪锡仅限于焊接部位；

6) 搪锡不合格时，最大允许搪锡次数为3次。

f) 为防止高铅球/柱氧化，CBGA和CGA拆封后推荐使用真空袋重新包装或贮存在充氮柜中。

g) 湿敏元器件的管控应符合以下要求：
1）如无证据表明湿敏元器件是干燥的，焊接前应按照元器件制造商提供的要求对湿敏元器件 进行去湿烘烤，如无法获得相关要求，可参照表1进行，表1适用于最严苛条件的模制 引线框架表面安装元器件，如果技术上有据可查(例如吸潮/去湿数据等)，用户可以减少 实际的烘烤时间，大多数情况下，表1也适用于其他非气密表面安装元器件，如果元器 件已暴露在大于60%RH环境下，为了确保元器件是干燥的，通过追溯相关湿气吸附的数 据，应适当增加烘烤时间，宜在真空或氮气环境下进行烘烤；

2) 湿敏等级为6的元器件应按照包装袋标签上的要求进行去湿烘烤，如器件包装上未提供烘
烤要求，需查阅器件说明书或咨询器件制造商；

3) 应监控湿敏元器件来料、存储和使用过程的车间寿命，超过车间寿命的湿敏元器件焊接前
应重新进行烘烤，不同敏感度等级的元器件车间寿命见表2;

4) 湿敏元器件开封后，宜贮存在干燥柜中。

GJB3243A-2021 表1湿敏元器件烘烤要求

在125℃(+10/-0℃) | 在90℃(+8/-0℃) | 在40℃（+5/-0℃)

不大于 5%RH 条件下烘烤 不大于5%RH条件下烘烤 不大于 5%RH条件下烘烤",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A23c74e58a4ab,gjb_3243a_2021:c_68c5ac7ef775c7a37f12b3d7,7,15,3,0.56225204,0.15566911,0.0292063492063,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,10,10,"[""5 一般要求"",""5.6 材料""]","5.6 材料

军用电子产品中使用的材料应满足以下要求：

a) 军用电子产品中使用的焊料应符合 GB/T 3131、GB/T20422、GB/T 31476的要求。

b) 军用电子产品中使用的焊剂和焊膏应符合 GB/T 31474、GB/T 31475的要求。

c) 军用电子产品中使用的贴装胶应符合以下要求：
1）组分单一，有较强的着色性，固化时形变小，并且无低分子副产物产生；2)可采用红外、热风或紫外的方式进行固化，固化时间短；3）贴装胶固化后应有较强的粘结强度，能经受印制板的移动、翘曲，焊接高温以及焊剂和清 洗剂的作用；

4) 贴装胶在固化和焊接后，应保留良好的抗吸水性、无腐蚀性、无导电性及便于PCBA的
返修；

5) 在常温或低温下应有较长的保存寿命。

d) 军用电子产品中使用的清洗剂应符合以下要求：

1) 与待清洗的元器件、PCB及清洗设备相容性好，对PCBA不应产生直接或潜在的损伤；
2)与所使用的焊剂相容性好，有较强的清洗能力，能在一定的清洗温度及时间内达到预期 的清洗效果，清洗容量大；3）清洗溶剂的化学性能和热稳定性良好，在贮存和使用期间不发生分解；4)清洗剂应具有安全性、稳定性、环保性，可操作性能良好，不应对人员和设备造成危害。

e) 军用电子材料的各项性能指标应符合产品设计文件及工艺文件的要求，具有合格证明文件，并
在保质期内使用。

f) 构成产品实体的各种材料应具有合格供方资质及材料的产品标准(或符合使用方与供应方签订
的相关技术协议)，不构成产品实体的辅助材料应符合产品的使用要求。

g) 军用电子电气产品中使用的材料应按批次进行复验，复验合格后使用。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-Ad10ed0255f69,gjb_3243a_2021:c_7fe6b64d1e275668b23ef14b,8,12,11,0.56980574,0.12966529,0.0279733959311,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,20,21,"[""6 详细要求"",""6.2 组装工艺"",""6.2.6 焊接"",""6.2.6.1 再流焊接""]","6.2.6.1 再流焊接

再流焊接过程应满足以下要求：

a) 可采用热风、红外、汽相、激光等加热方式进行再流焊接；

b) 再流焊接设备应具备多个加热区，通过轨道传输速度控制PCB在各加热区停留时间，以形成

GJB3243A-2021 稳定可控的再流焊温度曲线；

c) 应根据元器件焊端成分、焊膏类型确定再流焊温度曲线类型，通常包括锡铅合金曲线、无铅合
金曲线以及混合/向后兼容曲线；

d) 应根据曲线类型并综合PCB厚度、元器件封装类型及体积等设置合适的焊接工艺参数，选用
同等或近似热容的测温板测试再流焊温度曲线，测温板上宜设置4个～6个测温点，选定的测 温点应包含板上最低热容区及最高热容区，BGA等重点元器件宜至少设置2个测温点；

e) 再流焊接过程应具备预热、保温、再流、冷却四个阶段，推荐的温度曲线要求见表8，应对实
测温度曲线进行审核，并定期对其进行过程确认；

f) 再流焊接时PCB进板应优先长边搭在轨道上，防止受热板子变形导致卡板等；

g) 若使用汽相再流焊接，则需根据再流温度选择合适的汽相液。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A08a4960977df,gjb_3243a_2021:c_81b64272175c26a75e560271,9,11,12,0.569985,0.1287343,0.0279733959311,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,16,16,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.1 印刷""]","6.2.2.1 印刷

焊膏印刷设备及工艺参数应满足以下要求：

a) 采用自动或半自动印刷机通过印刷模板将焊膏漏印至连接盘区域。

b) 印刷设备应满足以下要求：

1) 具备良好的定位精度与重复精度，能保证印刷模板与连接盘精确对位；

2） 具备夹板系统及支撑系统，印刷时PCB应能固定，并与印刷模板紧密接触，PCB底部需
有足够的支撑，防止印刷时变形；

3) 刮刀压力与移动速度可根据要求进行调节；

4) 能控制印刷模板与PCB之间的分离过程及分离距离，并能对印刷后的模板进行擦拭，以
防堵塞模板网孔。

c) 印刷宜采用金属模板，开口应满足以下要求：

1) 孔的宽度(W)与模板厚度(T)之比大于1.5;

2) 孔开口面积(W×L)与孔壁面积(2(W+L)×T)之比大于0.66;

3) 厚度选择可参考表5，当同一印刷面上元器件引线节距差异较大时，可采用阶梯模板进行
补偿；

4) 阶梯模板宜采用正面阶梯，阶梯高度通常为0.02mm~0.08mm，阶梯边缘与其他开口距离
宜不小于3.75mm;

5) 当产品含引线节距0.4mm、球栅阵列节距0.5mm或封装尺寸 01005(英制)及以下元器件
时，宜使用纳米处理金属模板。

表 5 金属模板的厚度 | 单位为毫米
元器件引线节距(P1) | 球栅阵列节距(P2) | 模板厚度
0.65<P1≤1.27 | 0.18~0.25
1.27≤P2≤1.5
0.510.65 | 0.15~0.18
0.4<P1≤0.5 | 0.8<P2≤1.0 | 0.12~0.15
0.3<P1≤0.4 | 0.5<P2≤0.8 | 0.10~0.12
P1=0.3 | P2=0.5 | 0.08~0.10

d) 宜选用经特殊处理的金属刮刀，刮刀与印刷模板之间的印刷角度宜为60°。

e) 针对模板开孔尺寸，选择合适的焊膏颗粒直径，开孔宽度应至少能横向通过4个～5个焊膏
颗粒。

f) 可通过钢网厚度及开口、刮刀压力、刮刀速度等参数控制焊膏量。刮刀压力宜为0.3N/mm～

0.4N/mm，刮刀速度宜为20mm/s~50mm/s，模板上焊膏的滚动直径宜为15mm~25mm。

焊膏印刷后应在4h内进行再流焊接。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A6a228aa46b41,gjb_3243a_2021:c_c4ef590b035a0750024f69cd,10,5,20,0.59685606,0.11536431,0.0278846153846,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,17,17,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.4焊膏涂覆后的检测要求""]","6.2.2.4焊膏涂覆后的检测要求

焊膏涂覆的质量应满足以下要求：a)焊膏涂覆后应边缘齐整，无桥连、拉尖、严重塌落等缺陷；

b) 焊膏覆盖每个连接盘的面积应在75%以上，偏移应不超过连接盘尺寸的25%，高度不超过模
板厚度的150%;

c) 常见阵列器件焊膏量要求可参考表6。

表6 阵列器件焊膏量要求

焊膏量

引出端类型 | 阵列节距 | mm3
mm | 最小值 | 标称值 | 最大值
1.27 | 0.025 | 0.037 | N/A
可塌落焊球 | 1.0 | 0.013 | 0.029 | N/A
1.27 | 0.079 | 0.090 | 0.164
非塌落焊球 | 1.0 | 0.041 | 0.057 | 0.075
1.27 | 0.049 | 0.082 | 0.125
焊柱 | 1.0 | 0.0330 | 0.066 | 0.082",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A8f38cdcf271a,gjb_3243a_2021:c_ce05c273eb121aa8d9b96f38,11,8,16,0.5765959,0.122904465,0.0278637770898,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,22,22,"[""6 详细要求"",""6.3返工、返修和改装""]","6.3返工、返修和改装

电子元器件的返工、返修和改装应满足以下要求：a)当返工、返修和改装在制品时，返修和改装作业需要得到批准；如果用户有要求，按用户要求 执行。b)返工、返修和改装次数要求：1）任何一个焊点，最多允许返工3次；

2) 单块 PCBA 返修(包括焊接及粘结)总数不应超过 6处；任意 25cm²范围内，涉及焊接操
作的返修不应超过3处，涉及粘结的返修不应超过4处；

3） 单块PCBA任意25cm²范围内，改装不应超过3处；

4) 当PCBA安装有超过120个片式元件时，返修总数不应超过片式元件总数的5%。

c) 若PCBA表面存在敷形涂层或固定胶，应在返修前去除，使焊点、元器件本体、印制导线等
充分暴露。

d) PCBA在元器件拆除、重焊之前，应进行烘干以去除吸收的潮气，防止PCB起泡、白斑或其
他降级问题。

e) 返工、返修和改装时，需要采用与焊接相同类型的合金。

f) 使用的助焊剂应适合采用的合金及工艺，且需要与清洗和涂覆工艺相兼容。

g) 瓷介电容等对于温度冲击敏感的器件，拆下后禁止再次使用。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-Ac2210a394453,gjb_3243a_2021:c_74e5f36c8b929dd0e50c88b8,12,22,6,0.54747087,0.1502747,0.0273466371027,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,21,21,"[""6 详细要求"",""6.2 组装工艺"",""6.2.6 焊接"",""6.2.6.1 再流焊接""]","表8 再流焊温度曲线要求
温度曲线参数 | 锡铅合金曲线 | 混合/向后兼容曲线 | 无铅合金曲线
合金熔点 | 183℃ | 183℃/220℃ | 217℃~220℃
合金焊接温度范围 | 210℃~220℃ | 228℃~235℃ | 235℃~245℃
最小峰值温度 | 205℃ | 228℃ | 230℃
升温斜率 | 1℃/s~2℃/s | 1℃/s~2℃/s | 1℃/s~2℃/s
降温斜率 | 1℃/s~4℃/s | 1℃/s~4℃/s | 1℃/s~4℃/s
保温温度 | 100℃~180℃ | 100℃~180℃ | 140℃~220℃
保温时间 | 60s~120s | 60s~120s | 60s~150s
再流时间 | 60s~90s | 60s~90s | 60s~90s
峰值温度停留时间 | ≤20s | ≤20s | ≤20s

注1：最小峰值温度指峰值时PCB上最低温度。注2：升温斜率、降温斜率、保温温度、保温时间需参考焊膏制造商要求。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-A5a778064486e,gjb_3243a_2021:c_e8a2525272fc86aea5a3f0e6,13,16,13,0.5607671,0.12710969,0.0268565248738,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,21,22,"[""6 详细要求"",""6.2 组装工艺"",""6.2.6 焊接"",""6.2.6.3 手工焊接""]","6.2.6.3 手工焊接

GJB 3243A-2021 手工焊接过程应满足以下要求：

a) 手工焊接前应按要求设置烙铁温度，有铅焊接烙铁温度一般设置为280℃～330℃，对于大面
积覆铜、接地或散热较快区域，最高温度可适当提高，但不应超过360℃。无铅焊接可在有铅 焊接温度基础上提高20℃～30℃；

b) 对于不耐温度冲击的陶瓷电容等元器件，应在焊接前对PCB和元器件进行预热，预热温度不
宜超过140℃；

c) 手工焊接时烙铁头应接触焊接部位，避免直接加热焊锡丝焊接。在焊接过程或焊料凝固过程中，
元器件引线和连接盘之间不应出现相对移动；

d) 手工焊接烙铁单点加热时间不宜超过 3s。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
pcba-retrieval-top50-experiment/1.0.0,c6dc9bfee521809e166c4ed84d8ca5c1e0439c0a5936ee8aa84e20880f175933,Q010,IPC资料中对焊料不足的可接受性要求是什么？,true,Q010-Ab525fe0dcea0,gjb_3243a_2021:c_55357d2daed71d06cad3353f,14,13,17,0.5686668,0.119767345,0.026685643124,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,21,21,"[""6 详细要求"",""6.2 组装工艺"",""6.2.6 焊接"",""6.2.6.2 波峰焊接""]","6.2.6.2 波峰焊接

波峰焊接过程应满足以下要求：

a) 波峰焊接一般适用于表贴电阻、MELF电阻、二极管、小尺寸SOT等元器件，以下元器件不
宜使用波峰焊接工艺：1）方形扁平封装、J形引线、底部端子、节距小于0.635mm的有引线小外形封装元器件；2)钽电容、玻璃二极管、1206(英制)以上瓷介电容。

b) 波峰焊接设备应自带助焊剂预涂装置，宜配置射流波或带紊流波与不对称层流波的波峰焊接
系统。

c) 应根据焊剂类型、活化温度、元器件种类及安装密度、PCB厚度等确定预热温度曲线。对于
不耐温度冲击的元器件，应控制好预热到浸锡时的温度差。

d) 推荐使用如下焊接参数：

1） 预热区温升速率：2℃/s~3℃/s；

2) 预热区表面温度：90℃～110℃；

3) 预热区元器件表面的最高温度：≤120℃；

4) 焊料槽设定温度：240℃~260℃；

5） 焊接时间：2s~3.5s；
6)倾斜角：3°～7°。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,true,0,0,top20_reuse,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,reused,,,,,not_applicable,
